statistic_yyy,site_id,village,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_ungraduated_m,edu_master_graduated_m,edu_master_ungraduated_m,edu_university_graduated_m,edu_university_ungraduated_m,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_senior_graduated_m,edu_senior_ungraduated_m,edu_seniorvocational_graduated_m,edu_seniorvocational_ungraduated_m,edu_junior_graduated_m,edu_junior_ungraduated_m,edu_juniorvocational_graduated_m,edu_juniorvocational_ungraduated_m,edu_primary_graduated_m,edu_primary_ungraduated_m,edu_selftaughtl_m,edu_illiterate_m,,,,,,,,,,,,,,,,,,,,,,,
統計年,區域別,村里名稱,總計,博畢_男,博肄_男,碩畢_男,碩肄_男,大畢_男,大肄_男,二畢_男,二肄_男,後二畢_男,後二肄_男,前三肄_男,高畢_男,高肄_男,職畢_男,職肄_男,國畢_男,國肄_男,初畢_男,初肄_男,小畢_男,小肄_男,自修_男,不識_男,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,樹興里,3425,5,6,76,28,260,135,94,19,90,4,12,153,52,289,85,202,18,4,0,129,16,4,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,樹福里,3283,10,5,143,31,314,131,107,15,95,4,6,103,61,220,65,114,19,2,0,97,5,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,光興里,3670,1,1,36,20,237,148,101,30,64,6,9,128,73,401,112,290,43,1,0,116,11,1,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,金寮里,3886,1,7,61,18,238,138,138,21,64,6,12,169,70,380,119,280,47,4,0,173,11,3,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,彭興里,5455,2,2,64,24,351,212,119,34,88,9,6,198,81,531,204,434,54,2,0,250,17,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,文林里,4699,4,5,96,26,350,192,133,40,94,5,10,197,76,426,135,283,34,4,0,158,11,2,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,山佳里,5232,9,7,88,31,353,201,156,32,74,10,8,207,87,576,168,395,49,4,1,194,21,0,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,中山里,4744,2,4,67,27,326,165,146,31,93,4,12,169,68,523,138,314,37,4,1,233,27,4,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,育英里,2844,9,3,86,33,219,106,87,16,79,2,3,103,43,250,65,130,24,2,1,102,6,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,中華里,3030,1,7,48,16,231,127,91,17,64,6,4,112,38,279,108,190,16,3,0,80,12,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,太順里,2577,0,1,34,13,159,94,77,11,33,2,6,105,42,287,84,234,20,0,0,107,6,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,圳民里,2576,0,1,46,20,168,107,71,23,49,8,7,114,42,230,81,230,26,4,0,97,7,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,圳生里,1646,1,1,26,6,125,73,47,14,17,2,5,71,23,165,44,137,16,3,1,73,4,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市樹林區,三龍里,1909,0,1,34,17,170,65,60,10,54,1,5,58,23,177,27,141,22,2,0,92,2,3,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,東鶯里,983,1,0,21,6,82,36,27,2,36,3,3,29,10,84,41,64,7,0,0,35,3,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,西鶯里,2136,0,2,35,12,171,70,50,11,65,3,4,67,27,190,61,175,15,1,0,83,5,3,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,南鶯里,5416,13,5,116,29,398,226,128,32,144,11,12,179,88,463,201,331,40,2,0,201,16,1,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,北鶯里,3807,7,7,122,29,310,128,109,28,117,11,9,128,58,294,92,279,37,3,0,131,16,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,中鶯里,999,2,1,24,11,82,38,12,4,35,2,1,35,19,62,39,61,9,0,0,40,5,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,建德里,507,1,0,4,2,34,18,11,1,5,2,0,19,7,55,19,56,5,0,0,37,4,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,同慶里,1644,4,0,33,14,120,61,38,9,48,3,2,59,26,131,57,98,11,0,1,66,6,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,永昌里,7866,8,7,116,38,550,320,182,49,149,15,14,222,150,715,334,587,57,1,1,332,30,5,12,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,南靖里,3385,3,2,60,17,242,115,61,15,63,8,7,100,42,318,103,299,34,2,2,184,23,1,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,尖山里,6474,3,3,107,41,510,226,150,30,134,15,9,192,104,619,246,487,54,6,1,284,20,7,9,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,二橋里,7075,5,5,100,37,429,231,176,36,110,12,19,201,102,744,290,619,52,4,2,393,34,5,18,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,二甲里,903,1,0,9,2,47,26,17,7,7,0,0,25,17,93,39,98,10,0,0,64,10,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,東湖里,255,0,0,4,0,19,4,3,1,4,0,0,11,3,26,7,28,4,0,0,22,2,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,大湖里,4937,5,5,96,41,398,175,115,23,99,11,5,191,73,463,154,383,28,3,0,195,14,3,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,鳳鳴里,4321,2,5,59,24,307,146,102,21,68,9,9,149,61,414,146,352,33,3,0,204,23,5,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,鳳福里,3832,3,2,58,21,269,144,79,18,72,9,2,121,56,378,142,272,39,5,1,166,17,4,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,永吉里,4516,3,1,67,28,321,161,94,26,69,7,3,132,57,426,181,379,34,1,1,225,17,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,中湖里,5486,2,1,64,31,339,167,103,34,96,11,5,160,82,535,233,592,44,1,1,265,17,4,10,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,鳳祥里,4293,5,5,69,15,297,157,129,14,64,9,8,154,47,409,155,362,34,2,1,193,19,7,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市鶯歌區,建國里,6202,3,6,99,40,415,280,125,32,118,16,13,182,112,541,253,486,36,2,2,202,11,4,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,三峽里,285,0,0,12,0,23,5,13,2,15,0,1,12,1,37,6,19,3,1,0,8,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,秀川里,594,0,1,14,5,41,16,17,3,11,1,3,21,6,48,17,38,8,0,0,32,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,八張里,3511,3,0,59,27,212,120,88,20,70,5,9,156,39,350,123,289,43,2,1,127,7,6,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,中埔里,2480,3,3,23,24,152,90,38,13,47,5,3,72,40,277,96,226,17,3,1,89,7,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,弘道里,1128,0,0,8,5,49,40,18,7,12,2,4,31,15,116,35,179,15,2,0,76,11,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,永舘里,6803,17,6,142,51,505,280,175,37,176,8,9,193,104,611,201,401,63,2,1,198,16,1,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,礁溪里,5102,8,5,74,29,310,198,141,30,116,12,12,150,89,489,191,420,46,3,1,157,18,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,鳶山里,8904,13,7,171,56,656,322,221,54,185,14,18,303,130,799,323,717,67,8,0,314,32,3,8,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,龍埔里,8026,14,5,157,53,593,293,225,40,141,20,11,259,129,732,252,626,81,8,3,279,24,5,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,大埔里,3828,11,6,64,12,211,113,71,24,70,6,10,126,65,384,162,398,35,3,0,189,18,4,8,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,嘉添里,2424,0,3,30,8,133,75,41,8,57,4,4,106,36,218,68,288,42,2,1,227,51,16,17,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,添福里,1110,0,1,12,3,47,30,19,7,11,0,3,36,19,115,36,159,13,0,0,71,9,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,金圳里,510,0,0,1,2,15,14,9,6,3,1,0,27,11,47,15,81,11,1,0,46,7,2,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,五寮里,905,0,0,2,0,31,24,6,2,8,0,2,36,8,86,43,119,8,1,0,91,10,0,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,插角里,729,0,1,5,2,20,14,10,4,6,2,2,30,7,52,11,135,6,0,0,94,16,1,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,有木里,757,3,0,2,1,13,14,11,3,9,1,0,20,13,61,21,160,14,1,1,77,21,1,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,溪北里,2193,1,0,29,8,88,72,53,19,37,4,8,77,40,235,98,220,23,2,0,136,7,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,溪南里,1465,0,0,8,4,76,51,31,8,26,1,3,51,18,139,67,176,15,0,1,114,11,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,溪東里,2883,2,1,29,3,148,101,63,25,49,1,6,103,47,286,95,334,29,2,1,136,7,2,8,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,成福里,916,0,0,5,7,55,39,26,2,16,4,0,49,6,91,24,104,7,0,0,56,6,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,安坑里,1397,1,0,6,2,58,39,23,2,13,2,1,44,15,108,57,223,13,2,0,122,36,8,13,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,竹崙里,1966,1,1,15,7,91,58,41,7,31,2,2,67,19,190,49,307,29,1,0,163,41,1,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,介壽里,6035,5,8,61,26,343,256,164,35,94,9,15,196,78,649,227,594,55,2,2,197,20,1,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,安溪里,6993,9,7,113,44,442,338,158,35,149,10,19,240,123,634,253,519,83,3,0,203,24,4,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,中正里,4830,2,6,54,25,248,204,90,38,87,9,12,144,100,479,185,484,43,2,1,185,20,4,8,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,二鬮里,3271,4,5,50,19,209,125,72,30,66,3,8,129,50,318,121,274,29,3,0,114,7,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,龍學里,11321,72,36,681,129,1457,318,382,45,336,22,24,257,150,537,169,245,54,6,0,122,15,2,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市三峽區,龍恩里,4748,39,15,238,50,533,162,133,33,144,7,9,108,86,284,80,176,38,1,2,61,13,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,中和里,561,0,0,1,3,17,17,16,0,8,0,3,13,8,53,22,95,8,0,0,38,4,1,12,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,屯山里,1093,0,1,12,4,66,35,12,6,15,1,4,30,22,79,35,150,11,0,0,85,10,1,14,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,賢孝里,1527,2,0,29,7,97,41,30,8,30,0,12,44,15,100,50,204,15,1,0,103,14,0,20,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,興仁里,1598,2,0,30,6,109,56,43,5,31,4,1,55,14,138,48,163,7,1,0,112,10,2,16,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,蕃薯里,1008,1,1,19,2,64,34,33,9,24,4,3,43,14,91,27,100,10,0,0,59,8,1,12,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,義山里,2645,1,2,22,13,151,74,54,22,45,3,14,68,38,210,95,323,37,1,0,146,22,1,29,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,忠山里,842,1,0,10,6,44,28,11,4,12,0,7,31,15,70,20,116,9,0,0,60,12,2,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,崁頂里,8161,51,16,336,73,989,272,241,58,261,11,21,244,103,474,123,369,58,4,1,119,34,4,17,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,埤島里,1411,3,0,31,16,104,44,33,7,34,3,4,30,26,106,36,156,15,0,0,87,10,0,10,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,新興里,6299,19,8,183,55,610,231,175,45,172,15,17,203,132,406,158,309,49,1,0,125,11,1,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,水碓里,5330,18,8,118,36,473,197,137,37,123,11,23,176,83,357,139,380,46,1,0,185,20,3,12,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,北投里,7933,37,18,358,84,951,243,237,54,233,14,30,216,92,450,155,276,46,1,0,157,23,1,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,水源里,2138,3,5,37,10,143,57,47,11,46,4,9,86,45,176,60,228,16,0,1,142,21,1,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,忠寮里,1131,2,1,10,3,71,39,16,1,25,0,4,36,12,85,31,170,13,0,0,102,7,7,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,樹興里,1264,8,3,34,11,108,29,20,10,38,3,6,41,10,84,28,121,14,0,0,86,9,0,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,坪頂里,1347,7,3,43,13,131,38,33,11,28,1,5,33,16,93,21,113,10,1,0,64,6,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,福德里,6101,48,11,287,70,761,215,203,30,209,17,18,185,89,351,87,174,29,1,1,101,8,4,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,竹圍里,5643,26,15,223,42,622,180,162,33,172,18,24,164,70,319,81,195,20,2,0,143,12,3,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,民生里,6497,32,7,203,45,672,218,179,32,163,8,21,177,90,359,137,295,53,3,0,196,24,3,9,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,八勢里,4775,40,10,280,47,648,141,111,17,150,11,7,124,58,168,59,105,21,1,0,62,10,1,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,竿蓁里,9180,76,24,484,85,1195,295,237,30,282,15,20,258,113,452,126,250,47,1,0,135,13,7,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,鄧公里,5500,48,15,233,55,660,207,166,25,153,13,17,156,73,269,96,199,35,5,0,103,11,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,中興里,3881,11,4,77,17,286,127,85,15,102,10,20,125,61,291,94,280,44,2,0,168,19,1,13,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,長庚里,1443,4,2,43,7,132,42,33,6,46,1,4,55,20,117,31,93,6,0,1,62,8,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,清文里,1145,4,1,17,7,99,40,23,5,29,6,3,41,18,109,37,77,16,0,0,47,6,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,草東里,794,2,1,23,3,70,21,20,9,24,1,1,30,7,83,14,49,1,0,0,40,1,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,協元里,1451,2,3,33,9,118,45,28,3,41,2,5,68,28,109,43,111,10,1,0,51,0,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,永吉里,882,3,0,21,7,83,16,23,7,24,2,4,46,5,57,25,53,9,0,0,43,0,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,民安里,708,7,1,23,10,62,21,18,3,19,3,3,45,14,41,10,42,1,0,0,22,2,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,新生里,443,1,0,27,3,56,15,14,1,20,0,0,16,3,31,5,9,4,0,0,10,0,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,文化里,1698,14,4,51,16,184,59,50,4,43,2,5,54,22,92,42,71,14,0,1,43,5,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,油車里,5178,21,7,132,35,458,190,123,32,134,9,32,182,78,372,143,312,46,2,1,170,12,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,沙崙里,3586,12,4,81,24,278,114,98,31,72,7,24,118,59,255,101,277,24,0,0,140,15,2,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,新義里,3894,18,3,57,20,260,155,87,23,97,4,11,133,80,286,127,311,36,0,0,157,14,6,11,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,新春里,6661,35,8,185,50,709,243,197,49,171,10,23,198,138,449,148,339,41,1,0,107,10,0,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,新民里,4358,35,15,164,50,468,199,113,28,107,13,16,111,77,224,72,223,48,0,2,88,9,4,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,正德里,4028,25,8,120,22,376,156,130,25,109,7,10,125,74,253,83,181,24,0,0,60,3,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,北新里,2511,15,12,93,33,254,109,62,18,83,7,12,71,53,153,40,93,12,0,0,36,5,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,民權里,3941,16,7,165,38,399,123,111,28,112,12,21,115,44,250,59,155,32,0,0,93,10,1,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,幸福里,3864,13,4,100,30,336,141,84,23,114,6,24,125,51,276,91,244,38,0,0,134,14,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,學府里,4141,11,13,110,41,393,149,128,23,100,10,16,161,78,231,101,233,30,2,1,115,7,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市淡水區,大庄里,5601,36,7,185,50,582,203,165,34,148,13,25,192,74,333,111,251,42,2,0,102,15,3,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,義民里,1325,2,0,26,10,119,34,27,8,37,2,2,53,14,127,31,82,5,0,0,53,3,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,禮門里,968,1,0,15,5,88,30,24,5,31,2,3,29,9,97,33,53,7,0,0,41,4,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,智慧里,4144,13,6,140,38,423,183,117,22,137,7,6,120,54,262,88,142,28,2,1,82,6,2,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,信望里,324,2,0,7,2,37,12,10,3,12,3,0,10,6,25,8,14,3,1,0,16,1,0,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,橋東里,2575,6,2,43,21,190,102,75,26,67,4,2,75,37,224,67,147,18,1,1,75,6,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,秀峰里,4888,5,6,77,27,364,155,155,42,161,14,6,236,82,489,149,368,42,1,1,178,11,3,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,新昌里,4988,9,5,166,46,485,158,139,34,122,9,5,142,74,381,121,258,41,7,3,169,16,1,6,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,復興里,6229,27,14,284,46,769,226,214,32,205,7,5,163,78,327,96,181,28,2,0,98,8,0,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,茄苳里,4169,3,2,73,18,267,138,127,49,63,7,6,120,56,391,148,377,38,0,0,177,16,5,8,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,長安里,1534,1,0,22,13,112,54,53,7,47,0,2,65,16,158,41,103,7,0,0,76,2,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,保安里,1509,1,1,18,5,95,52,31,15,36,2,1,39,16,149,59,132,10,0,0,93,3,0,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,保長里,3744,2,3,74,20,310,126,122,32,72,11,8,113,47,340,126,248,27,0,0,155,9,3,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,鄉長里,2160,4,4,37,13,147,82,58,17,48,3,4,61,33,201,77,196,11,0,0,88,9,2,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,江北里,5474,7,4,94,26,407,203,167,40,149,17,5,157,83,602,201,340,53,1,2,207,21,1,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,拱北里,4620,2,3,71,21,326,167,120,41,99,10,7,193,85,448,179,349,43,3,0,168,8,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,烘內里,1496,5,1,38,8,137,51,41,12,33,3,3,50,19,138,42,100,9,0,1,63,8,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,八連里,965,1,0,12,7,67,29,28,0,20,2,0,40,11,107,17,99,7,1,0,69,4,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,樟樹里,2075,1,1,32,4,161,73,58,15,52,4,4,87,23,216,59,153,16,3,1,118,9,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,北峰里,4084,6,4,59,27,361,133,136,23,101,12,8,120,49,410,117,291,19,2,0,165,16,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,北山里,5015,9,1,137,29,484,184,145,41,162,9,8,190,66,392,102,261,17,1,0,119,14,2,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,白雲里,3913,14,4,99,23,341,174,138,23,135,7,5,139,48,285,92,222,35,3,0,123,12,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,橫科里,4267,12,5,102,34,368,131,132,26,107,7,3,154,50,330,87,299,22,1,2,204,9,4,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,東山里,551,0,1,10,1,26,17,9,2,13,2,0,16,9,46,12,67,6,1,0,53,2,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,福山里,3334,40,8,163,28,402,113,82,16,102,1,3,87,47,202,58,116,12,2,0,81,7,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,宜興里,2708,11,6,108,18,293,75,78,14,66,7,3,97,26,184,50,130,18,0,1,79,5,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,中興里,6728,7,5,158,37,566,250,207,66,169,12,13,216,92,553,200,432,38,1,2,225,16,2,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,湖光里,5156,20,11,199,36,633,179,164,36,199,12,14,191,50,362,99,156,23,1,0,81,7,3,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,仁德里,1625,4,1,33,11,134,50,50,11,34,2,0,57,20,146,47,97,13,1,1,73,5,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,厚德里,6748,5,4,117,45,602,252,227,62,175,10,5,239,100,606,243,381,60,1,5,172,13,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,忠孝里,7002,17,11,154,46,636,283,201,53,174,8,8,232,83,607,216,394,54,2,0,187,11,4,5,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,自強里,4562,8,6,162,40,398,165,147,29,112,7,9,122,74,350,122,231,30,1,1,149,14,2,9,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,文化里,3868,7,7,105,28,354,163,124,30,99,9,2,122,48,290,102,212,22,0,0,118,19,2,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,金龍里,4492,5,7,104,28,426,142,154,25,111,10,15,119,64,392,110,279,36,0,0,127,15,1,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,福德里,2992,3,1,59,21,251,126,79,18,90,3,6,89,36,255,81,198,22,1,0,91,6,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,興福里,2797,1,11,66,15,253,117,98,26,80,9,2,102,27,216,76,147,24,0,0,68,9,1,2,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,康福里,4658,14,2,146,42,461,144,203,32,132,8,8,183,45,349,124,178,25,1,0,93,4,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,忠山里,3203,34,9,204,41,513,149,80,14,126,6,2,74,34,121,22,53,13,1,0,43,4,1,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,環河里,1145,1,3,17,7,67,22,37,12,32,2,2,48,14,122,27,102,9,0,1,92,7,1,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,東勢里,3734,51,6,205,49,487,132,98,30,128,8,5,108,44,202,42,127,14,1,0,71,9,0,4,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,山光里,2505,3,2,36,13,148,95,83,13,53,4,4,94,38,270,93,155,15,0,1,79,2,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,大同里,2530,5,5,68,29,237,107,77,18,71,9,0,83,40,196,51,115,24,0,0,62,5,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,崇德里,4494,11,10,139,38,427,191,147,30,129,13,2,130,58,348,131,210,35,2,1,128,11,2,7,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,湖興里,5682,24,16,248,46,735,231,193,31,226,15,18,185,68,379,77,173,19,2,1,80,8,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,長青里,924,6,2,66,7,147,26,14,3,40,2,0,27,5,39,11,18,4,0,0,12,3,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,福安里,5076,8,5,204,31,512,199,183,31,158,5,7,133,80,337,133,207,37,2,1,102,14,0,3,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,秀山里,3972,13,8,141,32,438,162,129,28,140,9,5,111,67,277,79,151,21,1,0,94,11,1,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,建成里,4490,12,9,136,35,471,157,179,33,138,8,6,122,63,320,129,139,26,2,0,70,7,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,城中里,4034,9,3,122,32,375,150,153,29,132,10,3,149,62,291,84,139,20,3,0,65,12,2,0,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,湖蓮里,2362,12,8,142,21,405,68,52,9,99,4,4,54,28,104,26,31,3,0,0,12,2,0,1,,,,,,,,,,,,,,,,,,,,,,,
104,新北市汐止區,保新里,2640,2,5,51,9,228,95,85,37,63,5,2,88,43,232,78,153,13,2,1,75,5,0,0,,,,,,,,,,,,,,,,,,,,,,,
