年月,地區,食品餐飲類未達50萬(筆數),食品餐飲類未達50萬(金額，新台幣),衣著飾品類未達50萬(筆數),衣著飾品類未達50萬(金額，新台幣),旅館住宿類未達50萬(筆數),旅館住宿類未達50萬(金額，新台幣),交通類未達50萬(筆數),交通類未達50萬(金額，新台幣),文教康樂類未達50萬(筆數),文教康樂類未達50萬(金額，新台幣),百貨類未達50萬(筆數),百貨類未達50萬(金額，新台幣),其他類未達50萬(筆數),其他類未達50萬(金額，新台幣),食品餐飲類50萬(含)-75萬(筆數),食品餐飲類50萬(含)-75萬(金額，新台幣),衣著飾品類50萬(含)-75萬(筆數),衣著飾品類50萬(含)-75萬(金額，新台幣),旅館住宿類50萬(含)-75萬(筆數),旅館住宿類50萬(含)-75萬(金額，新台幣),交通類50萬(含)-75萬(筆數),交通類50萬(含)-75萬(金額，新台幣),文教康樂類50萬(含)-75萬(筆數),文教康樂類50萬(含)-75萬(金額，新台幣),百貨類50萬(含)-75萬(筆數),百貨類50萬(含)-75萬(金額，新台幣),其他類50萬(含)-75萬(筆數),其他類50萬(含)-75萬(金額，新台幣),食品餐飲類75萬(含)-100萬(筆數),食品餐飲類75萬(含)-100萬(金額，新台幣),衣著飾品類75萬(含)-100萬(筆數),衣著飾品類75萬(含)-100萬(金額，新台幣),旅館住宿類75萬(含)-100萬(筆數),旅館住宿類75萬(含)-100萬(金額，新台幣),交通類75萬(含)-100萬(筆數),交通類75萬(含)-100萬(金額，新台幣),文教康樂類75萬(含)-100萬(筆數),文教康樂類75萬(含)-100萬(金額，新台幣),百貨類75萬(含)-100萬(筆數),百貨類75萬(含)-100萬(金額，新台幣),其他類75萬(含)-100萬(筆數),其他類75萬(含)-100萬(金額，新台幣),食品餐飲類100萬(含)-125萬(筆數),食品餐飲類100萬(含)-125萬(金額，新台幣),衣著飾品類100萬(含)-125萬(筆數),衣著飾品類100萬(含)-125萬(金額，新台幣),旅館住宿類100萬(含)-125萬(筆數),旅館住宿類100萬(含)-125萬(金額，新台幣),交通類100萬(含)-125萬(筆數),交通類100萬(含)-125萬(金額，新台幣),文教康樂類100萬(含)-125萬(筆數),文教康樂類100萬(含)-125萬(金額，新台幣),百貨類100萬(含)-125萬(筆數),百貨類100萬(含)-125萬(金額，新台幣),其他類100萬(含)-125萬(筆數),其他類100萬(含)-125萬(金額，新台幣),食品餐飲類125萬(含)-150萬(筆數),食品餐飲類125萬(含)-150萬(金額，新台幣),衣著飾品類125萬(含)-150萬(筆數),衣著飾品類125萬(含)-150萬(金額，新台幣),旅館住宿類125萬(含)-150萬(筆數),旅館住宿類125萬(含)-150萬(金額，新台幣),交通類125萬(含)-150萬(筆數),交通類125萬(含)-150萬(金額，新台幣),文教康樂類125萬(含)-150萬(筆數),文教康樂類125萬(含)-150萬(金額，新台幣),百貨類125萬(含)-150萬(筆數),百貨類125萬(含)-150萬(金額，新台幣),其他類125萬(含)-150萬(筆數),其他類125萬(含)-150萬(金額，新台幣),食品餐飲類150萬(含)-175萬(筆數),食品餐飲類150萬(含)-175萬(金額，新台幣),衣著飾品類150萬(含)-175萬(筆數),衣著飾品類150萬(含)-175萬(金額，新台幣),旅館住宿類150萬(含)-175萬(筆數),旅館住宿類150萬(含)-175萬(金額，新台幣),交通類150萬(含)-175萬(筆數),交通類150萬(含)-175萬(金額，新台幣),文教康樂類150萬(含)-175萬(筆數),文教康樂類150萬(含)-175萬(金額，新台幣),百貨類150萬(含)-175萬(筆數),百貨類150萬(含)-175萬(金額，新台幣),其他類150萬(含)-175萬(筆數),其他類150萬(含)-175萬(金額，新台幣),食品餐飲類175萬(含)-200萬(筆數),食品餐飲類175萬(含)-200萬(金額，新台幣),衣著飾品類175萬(含)-200萬(筆數),衣著飾品類175萬(含)-200萬(金額，新台幣),旅館住宿類175萬(含)-200萬(筆數),旅館住宿類175萬(含)-200萬(金額，新台幣),交通類175萬(含)-200萬(筆數),交通類175萬(含)-200萬(金額，新台幣),文教康樂類175萬(含)-200萬(筆數),文教康樂類175萬(含)-200萬(金額，新台幣),百貨類175萬(含)-200萬(筆數),百貨類175萬(含)-200萬(金額，新台幣),其他類175萬(含)-200萬(筆數),其他類175萬(含)-200萬(金額，新台幣),食品餐飲類200萬(含)以上(筆數),食品餐飲類200萬(含)以上(金額，新台幣),衣著飾品類200萬(含)以上(筆數),衣著飾品類200萬(含)以上(金額，新台幣),旅館住宿類200萬(含)以上(筆數),旅館住宿類200萬(含)以上(金額，新台幣),交通類200萬(含)以上(筆數),交通類200萬(含)以上(金額，新台幣),文教康樂類200萬(含)以上(筆數),文教康樂類200萬(含)以上(金額，新台幣),百貨類200萬(含)以上(筆數),百貨類200萬(含)以上(金額，新台幣),其他類200萬(含)以上(筆數),其他類200萬(含)以上(金額，新台幣)
104年03月,澎湖縣,4084,9608910,4468,11273031,1672,6963371,11207,10048109,5211,19794196,6522,11049222,6973,23193972,1924,4753411,1693,5237773,1012,4047600,5833,5633101,2856,11615674,3550,5585361,2735,9648666,688,2294168,544,1595783,477,1869100,2284,2360346,1111,4143898,1307,1979545,947,3185229,371,733754,236,632063,266,1218484,1276,1368593,627,3021361,654,1214622,516,2241093,122,383916,104,318940,78,285214,396,456677,217,1113454,215,418506,148,637859,105,248304,57,190066,52,214605,197,244179,125,901204,136,253999,122,655538,63,277382,21,50946,18,80754,89,173110,47,194257,59,124499,70,223085,225,780254,135,776597,128,543765,480,785232,335,1496060,318,655788,257,2711819
104年04月,澎湖縣,5857,12509781,3834,10085991,2300,10747494,11138,10070403,5147,19976158,10294,19986551,7091,22839754,3018,6683197,1521,5112991,1464,6382476,5802,5826774,2893,13096503,5038,9226945,2846,10198280,1044,2588232,429,1167440,634,2586903,2206,2276219,1060,4184989,1698,3085830,984,3501501,536,1474466,209,601560,357,1715982,1217,1405703,556,2432004,906,2008345,484,1722871,162,528585,68,286448,107,361585,342,453402,179,1262200,289,700096,167,720553,161,587521,45,271165,105,453126,195,240346,161,736775,199,431703,124,405778,76,230416,27,104040,51,655023,95,133853,42,206111,104,294208,76,332521,312,887763,128,480032,156,1324046,503,835986,315,1443031,485,1471460,259,1197232
104年05月,澎湖縣,8884,18823445,4057,10517217,2386,11458308,12140,11548951,5688,24649196,14995,31196973,7368,25696281,4040,9802590,1632,4837117,1575,6937067,6119,6276765,3165,14566159,6375,12852491,2902,10780557,1497,4195630,473,1406739,718,3222403,2362,2697350,1213,5622708,2130,4315456,968,3438884,805,1873474,213,708149,357,1589216,1270,1658844,669,3237904,1098,2576750,520,2155861,262,827062,70,255618,104,574868,337,625736,214,1503755,364,813041,161,744053,216,428966,64,206078,79,351856,221,329663,169,777816,270,743359,130,584211,92,416916,23,50297,35,195425,94,154000,57,323312,114,272410,84,227045,473,1192889,147,658977,168,942454,522,985659,330,1791517,563,1657512,231,2898917
104年06月,澎湖縣,8672,17722433,3942,10087719,2490,13900021,12452,11476885,6067,24948305,13831,28603741,7305,24580029,3954,8531923,1487,4275625,1669,8358810,6406,6464388,3410,14498959,6157,12106459,2922,10827378,1411,3391177,420,1297760,683,3297568,2526,2706884,1194,5055871,1958,3975293,1002,3659256,764,1802633,180,666778,364,2497518,1254,1401531,650,3130209,1028,2467486,532,2038871,274,662104,67,222207,108,531810,379,617410,196,1086316,328,719630,162,461508,210,502799,43,183506,112,522264,181,207239,154,750499,245,550916,119,577807,120,424322,19,53898,40,185959,111,127724,56,223888,138,391398,58,212885,411,1083837,134,665270,170,1342322,539,888979,334,1874724,538,1649608,240,2304220
104年07月,澎湖縣,8164,16371761,4036,10110786,2616,15262481,12555,12270058,6194,25211209,12163,24183808,6705,22553508,4012,8498617,1776,5177303,1768,8766985,6562,6885209,3596,15234325,5619,10836024,2631,10674502,1461,3269223,549,1616149,750,4344790,2511,2658760,1220,5077401,2004,4142296,948,3243451,764,1708658,237,746390,361,3127152,1345,1681805,721,2931055,1001,2169633,502,1880742,247,699832,99,279863,120,477080,375,739768,231,1325305,282,619007,186,836876,205,420454,48,149029,97,548146,234,292023,149,1112379,220,484752,98,587487,96,441891,29,63635,43,406587,112,187969,74,405906,90,190039,78,310680,385,983465,129,509969,140,1255122,540,1053245,327,1632874,462,1213240,197,1515350
104年08月,澎湖縣,7399,14471401,4044,9413770,2369,12218405,12118,11680967,5831,21726574,10448,21065857,6486,21225203,3646,7404926,1630,4529001,1542,7585003,6172,5858258,3225,12692279,5012,9721210,2643,9065871,1331,2685476,554,1572431,710,3492358,2299,2300047,1138,4601731,1737,3295762,945,3782250,713,1591747,214,698046,426,3243618,1307,1510292,624,2517542,892,2002126,477,2013258,197,439489,61,154690,98,443522,333,598938,190,819990,286,637858,149,558682,180,377422,43,135857,80,341991,205,213112,130,612057,209,512408,102,515074,108,366779,13,20232,44,207610,102,105938,66,391493,80,168793,70,361306,372,1104551,145,500805,199,1948081,529,864152,308,1752373,429,1212312,233,1886638
104年09月,澎湖縣,6945,14868946,3680,9676985,2325,10914108,12234,12020385,5427,17393367,10488,19578269,6567,20475140,3219,7438141,1470,4498821,1404,5789699,6262,6578588,2856,8889092,4807,8649119,2651,9767054,1090,3171208,438,1381194,559,2876522,2402,2768169,1036,3398033,1641,3007698,882,3085292,634,1683902,221,724174,392,3302915,1286,1411757,579,2057587,836,1663978,469,1806432,246,803931,60,188622,111,393695,405,472839,170,561130,275,569456,199,682948,194,671418,50,180887,87,380958,216,220592,130,588801,181,468143,109,415044,73,282190,29,74433,49,169859,92,90208,45,183233,68,131825,127,272283,319,1057151,115,378549,163,897255,586,831243,262,1339430,399,1163261,219,1635730
104年10月,澎湖縣,5479,12608322,3806,9914494,1984,9006558,11685,11053102,5817,18209555,7807,12840291,6412,22989038,2539,5732322,1512,5027656,1354,5291322,5940,5861497,3026,9094770,3991,6603141,2448,9349754,872,2447166,416,1197244,547,2460678,2294,2341337,1054,3315941,1303,2154784,827,3020967,555,1392703,230,866583,334,1943220,1209,1637381,552,1878593,788,1427733,411,1614974,163,500027,69,291164,98,460775,380,453208,173,724768,235,516884,149,546803,125,422628,54,214038,55,240999,193,291618,133,486031,152,382840,98,437926,81,385755,21,111592,30,98385,104,137685,48,153931,89,173960,61,234738,287,926935,117,343498,133,803342,566,967185,292,1362967,347,881785,231,1841156
104年11月,澎湖縣,4352,10842333,3561,10173948,1869,7833988,11499,10431319,5843,17963269,6042,8905552,5884,19528526,2012,5132852,1370,4823486,1150,4926924,5733,5565491,2878,9766115,3284,4933749,2230,8435297,714,2289571,398,1429980,487,1565637,2284,2216748,1029,3217635,1148,1872818,754,2627658,396,1144130,168,647821,327,1154499,1209,1311543,558,2078642,538,1015394,333,1241752,156,501643,62,205384,85,266578,362,467979,172,794476,166,304584,121,458833,117,382229,40,175342,51,209049,162,214405,128,644730,121,258940,112,575844,63,334284,21,68175,38,229343,100,84115,56,369351,42,67355,45,95016,185,601682,107,408542,113,702989,530,787875,280,949447,221,569312,195,1223262
104年12月,澎湖縣,4078,9446316,4054,11260268,2027,8662749,12147,12753166,5764,18052268,6574,9547896,5615,17793509,1932,5101915,1521,4877706,1314,4758603,6068,6929069,3079,9976466,3564,5468958,2125,7737028,771,2094583,434,1419264,587,2352547,2361,3007637,1095,3695050,1237,1983587,773,2721838,435,1266876,209,823976,311,1326290,1247,1684598,574,1781802,636,1130277,325,1156836,148,482794,66,165670,91,421699,388,581654,161,690953,180,278445,145,504469,99,331936,55,199459,71,510825,199,333975,140,701577,146,304691,101,429085,50,224537,24,79980,25,97923,103,218798,36,202714,50,84457,37,144164,213,625958,115,527218,176,1965843,560,1157508,308,1130350,296,657839,209,2150649
105年01月,澎湖縣,1987,5011715,3116,9276888,1774,8673677,7580,6444400,3990,13643592,6353,9515036,1604,7857802,1177,3193700,1288,4390089,1038,4281476,3798,3505250,2389,8590559,3473,5488298,782,3920392,479,1659836,339,957999,476,2556118,1477,1382604,847,3130860,1228,2065946,273,1227141,299,893619,195,563847,267,1368339,740,833144,461,1660834,587,1098379,117,720597,89,346702,65,209264,77,302556,205,220169,115,402819,177,275942,48,230600,49,139656,31,141022,47,165634,106,107181,82,250586,120,226251,32,144092,11,30142,9,48824,34,153648,53,64528,34,164673,56,92631,5,59429,122,338262,79,291558,153,808691,295,347362,237,1279663,276,630410,60,387386
105年02月,澎湖縣,2042,4705287,2814,7822906,1656,9359791,6184,5291406,3471,12962602,7571,13538296,1645,8020204,1197,2770817,1130,3368625,971,5123309,3021,2730189,1858,7075619,4031,7095797,757,3684013,430,977557,369,1065409,427,2139222,1156,985468,687,2488399,1391,2719730,275,1611430,223,604129,154,453453,250,1169179,598,587848,381,1504627,667,1148273,126,694119,76,261673,50,159778,55,328755,168,184340,115,493035,183,344383,32,262011,52,290179,23,51328,78,501181,107,127333,77,371264,135,343875,24,376779,24,63601,9,28007,20,82339,29,43180,26,136708,60,105905,7,106200,124,395458,90,291829,101,634692,263,460007,221,1117452,310,878546,45,212396
105年03月,澎湖縣,2178,4141804,1968,5497610,1573,8193571,7069,6477720,4705,18732077,6801,11208856,1454,6136336,1169,2441864,777,2587478,997,4271605,3543,3445006,2657,10729665,3358,5288508,685,3167223,405,822906,247,760493,475,1828926,1443,1499668,963,3755437,1237,2018375,195,856389,240,411100,110,368735,225,661754,740,1058701,601,2788516,680,1224122,121,755330,78,155228,34,95119,89,380220,223,268822,178,689565,216,417573,32,163450,53,129274,26,120932,64,392697,105,101953,122,571816,143,374918,25,141974,19,22240,6,7653,27,124966,55,71890,37,235264,53,75339,12,45729,125,187784,55,181384,134,1305951,333,608632,327,1217926,312,690035,45,263552
105年04月,澎湖縣,4715,9037965,2350,6124906,2084,12910471,7588,6639707,4697,19234176,11159,22228697,1587,6501507,2306,4316249,817,2579895,1388,7338957,3503,3353921,2469,10983792,5114,9430766,701,2958918,801,1481272,296,876902,606,3483378,1538,1569502,993,4618545,1707,3313818,240,1327640,474,1063213,83,247445,358,2412783,703,785557,580,2821107,950,2312448,129,669507,160,327396,31,110695,107,829973,206,243062,169,773601,343,640678,43,284036,123,425075,25,144395,88,936184,104,107876,98,735000,213,528072,28,351840,59,95588,9,19062,39,184018,52,80923,34,212831,87,301509,11,90924,260,664461,49,182435,150,1398946,325,500132,283,1609306,512,1680371,49,287366
105年05月,澎湖縣,7557,12806222,2574,6176196,2378,15066530,8083,7355807,4881,22573133,15551,32357104,2306,7894558,3440,6363662,961,2590415,1541,9147193,3970,3735390,2630,12738989,6348,13078577,894,3382092,1129,1976363,276,835307,659,4423974,1627,1596020,972,4853466,2099,4472539,324,1042546,620,1206973,127,345538,375,3333886,731,718953,518,2525056,1047,2495793,149,419481,219,416213,57,156941,130,814215,235,287523,141,874370,418,1069427,45,179541,205,671848,27,76736,122,1747021,114,149613,117,508267,272,672367,39,138590,78,114072,11,57735,47,381743,63,118761,64,416644,134,490829,17,49740,430,888132,68,271610,188,2284755,323,504453,318,2115070,636,2015473,48,186321
105年06月,澎湖縣,7606,12653918,2553,6200184,2674,18245955,8981,8224592,4988,21627707,16765,34015485,3538,8981691,3728,6175107,933,2723290,1682,9677164,4387,4311403,2623,11575576,7000,13795198,1446,4451851,1266,2189765,289,862913,729,3698841,1734,1758788,980,4302072,2244,4754788,531,1645418,702,1354604,119,362681,462,4830077,877,1211163,537,2950186,1233,2742108,243,709178,214,404402,48,136312,135,810035,275,305121,140,832957,421,1105680,81,345200,168,425544,25,80884,119,1494796,123,112067,126,630477,301,738587,39,124362,73,154491,17,27260,53,778096,68,120380,42,317716,121,378392,27,118673,409,867453,70,239258,267,2139657,377,690985,270,1480114,590,1700837,108,518798
105年07月,澎湖縣,6602,12307413,2442,6237727,2712,18951606,8169,7711015,4569,20761775,14090,28500025,3384,9141567,3435,6365497,919,2690030,1603,9922455,4122,4118874,2511,12977584,6146,12358495,1377,3751233,1260,2136749,308,796834,716,4577986,1652,1765573,958,5572958,2106,4434823,512,1315192,714,1550821,142,471461,424,3923692,793,894768,525,2793248,1118,2615762,240,714490,237,654279,53,200127,121,802910,257,262132,154,951326,361,916065,64,246174,211,595520,27,120623,98,1031894,132,129482,108,836663,278,660540,44,166211,76,155927,12,24670,69,536977,69,87130,38,220105,107,252214,25,96075,376,913032,60,191786,205,2263141,340,534686,271,1991395,605,1831955,116,426485
105年08月,澎湖縣,4804,8683861,2570,6254192,2370,14365212,7773,7098320,4320,16804159,10968,21521636,3120,9915915,2674,4677042,986,2767524,1434,9987199,3746,3563147,2156,9860611,4959,9569825,1228,4166985,1093,2044561,344,966423,692,4026822,1511,1611200,865,4096995,1735,3478356,482,1524981,557,1034046,131,396234,374,3263431,839,976185,461,1920311,955,2214792,204,938113,197,338807,27,104917,127,984200,239,1186351,132,591713,290,578386,56,319506,185,514148,34,104662,105,769094,114,121587,113,496833,203,431190,51,194704,79,186225,12,70128,65,647711,60,86550,37,210758,106,298784,20,79965,351,655878,60,120142,224,2144609,325,587163,250,1234219,473,1521638,105,214098
105年09月,澎湖縣,4068,7450329,1971,4806609,1752,11188458,6789,6074431,3524,11455279,10025,18907313,3058,9670883,2004,3596175,716,2062315,1129,6843162,3197,3155769,1761,6120745,4208,7860519,1227,4295872,740,1361542,244,667078,507,2108796,1265,1352700,622,2357074,1436,2862302,433,1676093,434,944818,106,332844,296,2048565,714,875329,374,1305156,784,1588763,182,893660,141,489240,30,147466,90,445725,180,211573,98,330103,248,630120,56,111897,115,311257,16,36856,80,953064,114,114759,75,362739,209,528308,40,119997,55,101305,9,24180,35,253107,49,51322,27,241508,81,247987,20,86096,240,573951,51,120254,130,908736,267,330700,214,933050,368,1121555,81,440873
105年10月,澎湖縣,2749,5089716,2350,6160968,1778,11002501,7320,6744704,3715,11151122,8007,13155642,3043,9991140,1572,2771177,763,2515098,1243,6163419,3447,3352612,1965,6095481,3896,6050230,1297,4545941,600,1090874,265,664444,510,2090304,1366,1431926,717,2374590,1298,2181428,488,1707939,337,776493,126,350432,303,2020780,750,844849,479,2090335,725,1304507,182,738073,101,205150,32,166559,99,459233,228,283015,137,583867,236,520156,57,279914,87,349222,16,42776,86,358930,105,156436,98,298652,163,301037,37,107530,29,23874,19,56288,34,312262,46,122506,27,103317,68,185165,12,108577,216,494894,70,187023,152,1019029,300,518662,213,1290996,349,899023,96,261202
105年11月,澎湖縣,2199,3581446,2322,6996480,1752,10863790,7722,6772518,4773,16429558,6690,10650207,2825,8931777,1289,2014518,822,3023251,1157,5807290,3642,3489603,2519,8450677,3453,5464887,1117,4068041,429,756993,264,861001,568,3544948,1505,1546884,910,3123863,1196,1956474,357,1347213,276,436075,129,516476,314,1840957,761,918263,566,2020878,613,1067447,177,744631,97,134425,40,113322,94,499468,198,241474,163,702671,190,399804,58,349317,66,370286,31,143988,62,492997,124,130175,102,440099,147,244012,32,80136,14,25746,14,34808,29,249507,58,69764,42,144962,75,222282,17,65762,131,267517,54,199544,152,1716589,242,446762,269,952754,272,593157,69,329207
105年12月,澎湖縣,1894,3552154,2670,7400362,1467,5866430,7345,6617064,4309,14124715,6393,9257521,2873,9477627,1040,1730594,973,3618607,939,3731065,3406,3167787,2336,7925006,3329,5126484,1165,4747519,441,628929,375,1016852,408,1523971,1425,1473128,971,3382522,1237,1990994,493,1759397,307,668784,165,539587,241,912855,722,768325,547,2279010,600,994963,212,756091,77,213109,33,112390,48,201635,181,207777,136,443638,173,310414,54,256297,67,299653,35,119100,48,246018,116,149481,100,432769,148,296381,47,175748,19,12564,10,33569,15,48408,50,91946,49,258278,73,99369,12,57083,133,193311,66,200989,134,618290,262,621891,261,923822,296,601185,67,307780
106年01月,澎湖縣,1998,4575136,3659,11151036,1767,8839679,6317,5612465,3454,10828447,6819,11337886,2798,9580896,1228,2852241,1240,4332840,1007,4688579,2817,2789426,1656,5274707,3669,6591867,1149,4448074,416,882403,411,1314017,490,2227756,1111,1115006,602,1997880,1280,2197878,407,1435303,283,776273,149,515431,277,1562586,607,636985,370,1144429,600,1095064,194,822390,86,311808,52,171577,74,379756,142,180880,97,497133,176,329759,59,181882,66,321382,32,119511,55,272130,98,76757,60,275255,123,229491,38,161899,17,27252,19,69408,33,222384,39,46419,28,166753,53,118471,16,201607,158,460773,72,354103,177,1329047,225,451182,203,1593517,263,707685,71,416686
106年02月,澎湖縣,1799,3603007,1995,5386000,1664,7453433,6508,5942222,3555,11911657,6851,11777556,2591,8759823,959,1684175,720,2453787,966,3786599,2936,2964090,1728,5893342,3308,5287742,1085,4043709,342,499976,254,836647,408,1686911,1143,1235818,639,2332841,1204,2163453,333,1381597,220,431889,104,452932,250,1474676,600,761080,411,1719755,606,1156671,186,525495,68,147250,41,169624,72,339417,169,220047,92,517070,171,290100,48,285343,52,209728,17,53351,40,239526,95,98910,77,270595,134,406456,35,164133,24,68335,11,29319,32,288373,49,79299,31,399774,55,135613,11,61645,113,340699,54,175280,128,840344,252,318073,218,1982128,298,820823,71,239098
106年03月,澎湖縣,2529,4090855,2247,6518354,1953,12298935,7174,6417402,4053,16923005,7584,12192605,2616,7867275,1384,2547661,788,2708800,1212,5449466,3422,3476449,2092,9654535,3671,5759423,1009,3693830,515,791984,265,949850,515,2733138,1303,1338192,746,3257930,1351,2229440,365,1310701,366,787924,108,537121,304,1455323,676,775318,450,2098186,707,1365104,168,521322,105,200268,35,133983,118,707973,183,250663,131,526445,236,400619,54,242246,76,233979,11,25263,57,281646,105,96718,95,367816,179,315632,45,226191,40,67672,4,18760,42,578851,37,116318,29,224094,72,122303,13,119028,178,635502,53,195088,206,1846716,274,452504,243,1284940,359,1067649,58,146424
106年04月,澎湖縣,5861,10284056,2687,6996963,2713,17585815,8084,7051687,4405,21164607,12001,24218902,2858,8350306,2954,5137602,897,2601793,1687,10941951,3942,3678425,2392,11763378,5344,10329811,1175,3606720,1102,2240704,296,801060,839,5544066,1567,1555917,886,4056764,1858,3962632,389,1228537,618,1282783,112,342278,478,3959566,746,886570,458,2418829,1051,2300437,185,564954,192,410642,47,149556,131,1112930,256,293137,146,799330,333,823852,61,144629,177,526163,22,81874,114,1135272,109,131072,118,637858,273,629491,36,193617,76,177724,14,35193,48,736719,76,103690,47,277447,109,206068,18,74076,425,915008,94,255814,293,2800800,273,331683,260,1408673,558,1877570,89,683054
106年05月,澎湖縣,9881,16265526,2619,6767210,3097,22372215,8142,7075366,4823,23197554,17715,37983080,3305,9758432,4433,7531958,956,2962984,1981,12787100,3890,3604966,2709,14066336,7325,15304473,1365,4379695,1658,3065584,235,622645,835,5056769,1447,1567755,945,5318212,2454,5280598,493,1636222,845,1771482,133,502003,511,3586029,777,923637,505,2819238,1282,3091136,204,947432,287,532635,41,115411,143,1172467,212,279659,142,816726,464,1129633,62,383457,267,427121,26,86798,142,1421658,109,154998,123,902242,306,879159,35,63661,104,204579,20,49729,63,929035,58,95919,43,92250,154,450130,34,181277,559,1153540,72,234292,346,4082853,343,766439,323,2444989,728,2303698,95,465917
106年06月,澎湖縣,8309,13248183,2238,6014226,2901,25960791,7351,7123288,4586,22336061,16196,32958715,3442,9466458,4024,6699460,818,2476643,1911,11743874,3330,3505190,2431,12824524,6627,13294783,1444,4592781,1285,2153930,265,716741,835,4843477,1236,1343439,864,4059399,2158,4352820,465,1475170,761,1520424,115,452298,489,4340627,712,801073,503,2897656,1097,2456479,238,816118,250,543522,26,102967,116,1321344,163,220525,122,585028,357,823315,42,235394,184,462714,25,111771,111,1330784,104,204103,134,553850,255,572173,49,269423,96,130134,11,31860,63,1214532,44,63853,48,391508,126,282359,20,127673,432,900524,69,230579,296,3263799,321,493464,283,1905067,624,2099122,86,393181
106年07月,澎湖縣,7725,13128257,2289,6058340,3162,23988872,7894,7978008,4429,21555664,14836,29763527,3240,9714137,3801,6482146,920,2662544,2066,13245884,3710,3958363,2533,14531546,6532,13170132,1395,4970529,1470,2333188,246,638356,941,5840459,1359,1589681,958,5844972,2229,4720044,502,1508062,765,1639936,132,574464,512,3587172,752,920203,489,2608718,1075,2385632,222,836237,260,502563,36,77838,177,1308093,178,405744,115,965395,358,830318,66,219409,220,498876,19,49717,126,988759,131,257682,105,884122,296,690094,42,155281,107,171166,13,30972,70,498055,69,108056,51,276443,140,324742,36,170316,415,906085,71,241912,349,4362504,324,488023,289,1627148,596,1707563,83,169916
106年08月,澎湖縣,7001,11991456,2644,6627589,2878,21291999,7664,7555487,4508,19535090,13870,27846588,3356,10229122,3488,6174042,996,2648845,1802,11362664,3424,3625490,2462,11086013,5935,12040118,1344,5285114,1263,2463517,309,799750,869,5705325,1281,1380613,930,4768275,2054,4162470,504,1725558,683,1189518,136,396449,454,3266785,729,870845,469,2204145,1036,2276173,230,758250,234,484421,48,161747,147,1207550,185,266341,144,1006099,352,838614,59,250357,175,401220,19,54400,157,1726131,114,219247,86,323419,250,599297,26,118879,87,182499,14,36309,60,968923,72,147266,45,237987,96,232824,18,54470,444,989858,71,301400,324,3147489,306,542031,306,1464072,558,1724262,73,304525
106年09月,澎湖縣,4920,8824689,2266,5949581,2112,13740825,6852,6100694,3760,13931625,10474,20026222,3112,10797893,2419,4259163,855,2824555,1412,7706182,3098,2993965,2059,7805732,4793,9289963,1263,5146696,944,1808497,255,696307,659,4047681,1126,1222778,803,2979097,1652,3254930,418,1647327,520,1089167,101,415027,369,1887539,633,812720,428,1481201,827,2012757,201,715034,189,431083,22,80196,104,457130,143,196527,132,637772,269,522206,50,165218,110,180844,17,35642,109,1325873,91,172088,103,663120,202,476859,43,157764,81,116298,14,30993,43,174267,51,58652,35,207711,82,201165,19,53850,319,680523,63,415198,223,2568074,317,500346,215,1044509,450,1352333,65,246793
103年04月,金門縣,5057,11010359,1054,2113319,1595,7982848,6883,11774700,331,1997478,11947,34853326,1220,4851589,2757,7943095,486,1151622,1026,5449787,3763,5928734,217,1372124,7068,20578439,623,2681380,1022,3377361,166,378169,413,2746919,1761,2917954,89,498376,2790,6739973,261,927432,632,2356029,84,226528,254,1608408,1234,2110947,67,402631,2024,5286160,154,522118,189,696007,19,49493,86,512134,397,640164,18,237403,618,1562493,53,176729,139,571225,12,23625,58,350662,187,328942,10,60919,413,1113643,23,48190,50,126686,6,10893,22,173355,92,144178,9,110402,174,362462,4,10141,279,1190656,29,139016,118,688959,423,757728,20,132133,989,2877603,59,433513
103年05月,金門縣,6395,14420575,1309,2459950,1748,6313856,6579,10950706,618,1723640,13828,42765033,1387,4819996,3355,9284125,610,1218866,1101,4162445,3696,6090736,418,1262423,8012,24745363,704,2707947,1219,3703236,187,450553,476,1665496,1633,2993593,145,754535,3051,8010650,237,742028,728,2700493,100,184092,275,980437,1152,2540501,92,607211,2255,6333686,175,505285,258,895308,27,75710,111,343213,354,555785,18,51835,595,1589764,61,254367,204,588136,13,13273,91,277776,203,337597,9,48873,470,1314885,28,81138,63,156060,7,18199,37,126549,89,135636,12,74815,240,658861,5,2792,352,1430622,40,134781,122,726743,367,619500,28,321485,1009,4007193,61,589748
103年06月,金門縣,7178,14680126,1107,2118381,1757,7028070,6569,11320051,1132,2319596,14801,42788070,1367,4820400,3896,8797623,552,1289761,1267,4737577,4037,6479279,700,1533755,8580,25231967,704,2316281,1479,3804222,179,388926,542,2111692,1666,3180417,201,652033,3426,9246025,267,968973,963,3233982,84,269400,376,1384354,1177,1952336,156,524893,2573,7220787,165,707414,301,850681,25,68789,117,285136,331,585150,37,142910,682,1818991,49,213225,231,727673,14,24073,74,249654,206,298070,20,186380,578,1688619,24,134573,111,476852,6,20980,21,49689,72,110171,21,163155,235,711445,7,30883,408,1361561,17,40577,125,551801,389,690319,49,564070,1093,4183419,55,322537
